index,substation,voltage,name,lat,lon,zone,info,demand
n3474,s3981,220,Pulverdingen,48.816,8.925,DE,Substation,True
n3475,s3981,380,Pulverdingen,48.796,8.925,DE,Substation,True
n3476,s3982,380,Delmensingen,48.242967,9.84375,DE,Substation,True
n3477,s3983,380,Herbertingen,48.037692,9.396057,DE,Substation,True
n3478,s3984,380,GrÃ¼nkraut,47.708837,9.606171,DE,Substation,True
n3479,s3985,380,Obermooweiler,47.622827,9.732513,DE,Substation,True
n3480,s3986,380,Wendlingen,48.592051,9.280701,DE,Substation,True
n3481,s3987,380,Metzingen,48.484756,9.244995,DE,Substation,True
n3482,s3988,220,Hoheneck,48.831,9.134,DE,Substation,True
n3483,s3988,380,Hoheneck,48.811,9.134,DE,Substation,True
n3484,s3989,380,Endersbach,48.736267,9.328766,DE,Substation,True
n3485,s3990,380,Laichingen,48.397297,9.600677,DE,Substation,True
n3486,s3991,380,BÃ¼nzwangen,48.621109,9.574585,DE,Substation,True
n3487,s3992,220,Neckarwestheim,49.038,9.352,DE,Substation,True
n3488,s3992,380,Neckarwestheim,49.018,9.352,DE,Substation,True
n3489,s3993,220,Memmingen,47.952225,10.192566,DE,Substation,True
n3490,s3994,380,Leupolz,47.742094,10.349121,DE,Substation,True
n3491,s3995,220,Rauhenzell ,47.632082,10.26535,DE,Substation,True
n3492,s3996,380,Gundremmingen,48.563885,10.421906,DE,Substation,True
n3493,s3997,380,Niederstotzingen,48.493857,10.170593,DE,Substation,True
n3494,s3998,220,VÃ¶hringen,48.209,10.063,DE,Substation,True
n3495,s3998,380,VÃ¶hringen,48.189,10.063,DE,Substation,True
n3496,s3999,380,GoldshÃ¶fe,48.79239,10.095062,DE,Substation,True
n3497,s4000,380,Rotensohl,48.622016,10.204926,DE,Substation,True
n3498,s4001,380,Lechhausen,48.424644,10.859985,DE,Substation,True
n3499,s4002,220,Oberottmarshausen,48.325,10.783,DE,Substation,True
n3500,s4002,380,Oberottmarshausen,48.305,10.783,DE,Substation,True
n3501,s4003,380,Meitingen,48.62837,10.829773,DE,Substation,True
n3502,s4004,380,Gersthofen,48.499318,10.8284,DE,Substation,True
n3503,s4005,380,Altbach,48.670106,9.299927,DE,Substation,True
n3504,s4007,220,BÃ¼hl,48.643798,8.022766,DE,Substation,True
n3505,s4008,220,Oberwald,48.946857,8.522644,DE,Substation,True
n3507,s4010,380,MÃ¼hlhausen,48.772483,9.229889,DE,Substation,True
n3848,s4382,220,SchwÃ¶rstadt,47.593841,7.874779,DE,Substation,True
n7090,s7770,380,,51.26793,6.490173,DE,joint,False
n4496,s5010,380,Lippendorf,51.316881,12.484589,DE,Brown coal/Lignite,False
n4497,s5011,380,Schkopau,51.394922,11.943512,DE,Brown coal/Lignite,False
n4498,s5012,380,Reuter West,52.465214,12.935028,DE,Hard coal,False
n4499,s5015,380,Redwitz,50.21558,11.179962,DE,Substation,True
n4500,s5016,220,Ludersheim,49.454735,11.306305,DE,Substation,True
n4501,s5017,220,Hohenwarte,50.658167,11.532898,DE,Substation,True
n4502,s5018,380,Klostermansfeld,51.605225,11.455994,DE,Substation,True
n4503,s5019,380,FÃ¶rderstedt,52.011091,11.722412,DE,Substation,True
n4504,s5020,380,Helmstedt,52.171405,11.107178,DE,Substation,True
n4505,s5021,220,Wolmirstedt,52.238,11.746,DE,Substation,True
n4506,s5021,380,Wolmirstedt,52.218,11.746,DE,Substation,True
n4507,s5022,380,SchmÃ¶lln,51.18709,14.184723,DE,Substation,True
n4508,s5023,380,ZwÃ¶nitz,50.613746,12.786713,DE,Substation,True
n4509,s5024,380,Mechlenreuth,50.271788,11.78009,DE,Substation,True
n4510,s5025,380,Etzenricht,49.688066,12.049255,DE,Substation,True
n4511,s5026,220,Schwandorf,49.36,12.031,DE,Substation,True
n4512,s5026,380,Schwandorf,49.34,12.031,DE,Substation,True
n4513,s5027,220,Weida,50.777,12.079,DE,Substation,True
n4514,s5027,380,Weida,50.757,12.079,DE,Substation,True
n4515,s5028,220,Remptendorf,50.591,11.722,DE,Substation,True
n4516,s5028,380,Remptendorf,50.571,11.722,DE,Substation,True
n4517,s5029,220,Vieselbach,50.992,11.455,DE,Substation,True
n4518,s5029,380,Vieselbach,50.972,11.455,DE,Substation,True
n4519,s5030,380,GroÃŸschwabhausen,50.877044,11.733398,DE,Substation,True
n4520,s5031,220,RÃ¶hrsdorf,50.86,12.802,DE,Substation,True
n4521,s5031,380,RÃ¶hrsdorf,50.84,12.802,DE,Substation,True
n4522,s5032,220,HerlasgrÃ¼n,50.593699,12.33902,DE,Substation,True
n4523,s5033,220,Crossen,50.793783,12.532654,DE,Substation,True
n4524,s5034,220,Eula,51.126,12.695,DE,Substation,True
n4525,s5034,380,Eula,51.106,12.695,DE,Substation,True
n4526,s5035,220,Niederwiesa,50.84844,13.040771,DE,Substation,True
n4527,s5036,380,Dresden-SÃ¼d,51.013755,13.815308,DE,Substation,True
n4528,s5037,380,Teufelsbruch,52.568004,12.740021,DE,Substation,True
n4529,s5038,380,Marke,51.75849,12.181091,DE,Substation,True
n4530,s5039,220,Taucha,51.308296,12.685089,DE,Substation,True
n4531,s5040,220,Magdeburg,52.097226,11.862488,DE,Substation,True
n4532,s5041,220,Brandenburg West,52.331982,12.139893,DE,Substation,True
n4533,s5042,220,Wustermark,52.575,12.377,DE,Substation,True
n4534,s5042,380,Wustermark,52.555,12.377,DE,Substation,True
n4535,s5043,220,Thyrow,52.107,13.362,DE,Substation,True
n4536,s5043,380,Thyrow,52.087,13.362,DE,Substation,True
n4537,s5044,380,Ragow,51.894292,13.914185,DE,Substation,True
n4538,s5045,220,Streumen,51.31,13.447,DE,Substation,True
n4539,s5045,380,Streumen,51.29,13.447,DE,Substation,True
n4540,s5046,380,Preilack,51.794178,14.397583,DE,Substation,True
n4541,s5047,220,Wuhlheide,52.266,13.83,DE,Substation,True
n4542,s5047,380,Wuhlheide,52.246,13.83,DE,Substation,True
n4543,s5048,380,Charlottenburg,52.406608,13.036652,DE,Substation,True
n4544,s5049,380,Friedrichshain,52.437595,13.443146,DE,Substation,True
n4545,s5050,220,Neuenhagen,52.476,13.894,DE,Substation,True
n4546,s5050,380,Neuenhagen,52.456,13.894,DE,Substation,True
n4547,s5051,380,Graustein,51.532669,14.441528,DE,Substation,True
n4548,s5052,380,BÃ¤rwalde,51.363207,14.47998,DE,Substation,True
n4549,s5053,380,Hagenwerder,51.146617,14.80957,DE,Substation,True
n4550,s5054,380,EisenhÃ¼ttenstadt,52.125058,14.61731,DE,Substation,True
n4551,s5056,380,Reuter,52.409121,12.816925,DE,Substation,True
n4552,s5057,380,Marzahn,52.425873,13.643646,DE,Substation,True
n4553,s5059,380,Pulgar,51.268789,12.384338,DE,Substation,True
n4554,s5060,380,Altenfeld,50.490716,11.147003,DE,Substation,True
n4555,s5061,380,JÃ¤nschwalde,51.730431,14.595337,DE,Brown coal/Lignite,False
n4556,s5062,380,Schwarze Pumpe,51.501049,14.206696,DE,Brown coal/Lignite,False
n4557,s5063,380,Boxberg,51.292841,14.672241,DE,Brown coal/Lignite,False
n4558,s5065,380,Windpark SchÃ¶newalde,51.733833,13.167114,DE,Substation,True
n4559,s5066,380,Markersbach,50.605903,12.97348,DE,Substation,True
n4560,s5067,220,Niederwartha,51.094036,13.581848,DE,Substation,True
n4561,s5068,380,LauchstÃ¤dt,51.415482,11.807556,DE,Substation,True
n4562,s5069,380,Freiberg/Nord,51.024121,13.130035,DE,Substation,True
n4575,s5082,220,Stahlwerk ThÃ¼ringen,50.668613,11.35025,DE,Substation,True
n4576,s5084,380,Mitte,52.302601,13.168488,DE,Substation,True
n4577,s5095,220,SandtorstraÃŸe,52.185721,11.90506,DE,Substation,True
n4579,s5098,380,Heinersdorf,52.259752,14.414062,DE,Substation,True
n4580,s5099,220,Diefflen,49.473,6.74,DE,Substation,True
n4581,s5099,380,Diefflen,49.453,6.74,DE,Substation,True
n4582,s5100,380,Jessen/Nord,51.843414,12.96524,DE,Substation,True
n4583,s5101,220,Weiher,49.340336,7.029877,DE,Brown coal/Lignite,False
n4584,s5102,220,Voerde,51.56,6.714,DE,Brown coal/Lignite,False
n4585,s5102,380,Voerde,51.54,6.714,DE,Brown coal/Lignite,False
n4586,s5105,380,BASF,49.482401,8.405914,DE,Fossil gas,False
n4587,s5106,220,Biblis,49.703,8.536,DE,Substation,True
n4588,s5106,380,Biblis,49.683,8.536,DE,Substation,True
n4589,s5109,220,Veltheim,52.173089,8.925018,DE,Brown coal/Lignite,False
n4590,s5110,220,Landesbergen,52.54,9.168,DE,Fossil gas,False
n4591,s5110,380,Landesbergen,52.52,9.168,DE,Fossil gas,False
n4592,s5111,380,Grohnde,51.940032,9.420776,DE,Substation,True
n4593,s5112,220,Erzhausen,51.814558,9.930267,DE,Hydro pure pump storage,False
n4594,s5113,220,Mehrum,52.24462,10.180206,DE,Substation,True
n4595,s5114,220,Hallendorf,52.117469,10.443878,DE,Brown coal/Lignite,False
n4596,s5115,380,Buschhaus,52.113252,10.965729,DE,Brown coal/Lignite,False
n4597,s5125,380,Aschaffenburg,49.909671,9.360352,DE,Substation,True
n4598,s5140,220,HÃ¼tte,49.351967,6.676941,DE,Substation,True
n4599,s5141,220,Saarwellingen,49.431519,6.624756,DE,Substation,True
n4600,s5142,220,Bauler,49.990967,6.256714,DE,Substation,True
n4601,s5143,220,Niederstedem,49.975,6.527,DE,Substation,True
n4602,s5143,380,Niederstedem,49.955,6.527,DE,Substation,True
n4603,s5144,220,Trier,49.688955,6.648102,DE,Substation,True
n4604,s5145,380,Dahlem,50.403266,6.568451,DE,Substation,True
n4605,s5146,220,Otterbach,49.417,7.701,DE,Substation,True
n4606,s5146,380,Otterbach,49.397,7.701,DE,Substation,True
n4607,s5147,380,Bexbach,49.421694,7.257843,DE,Substation,True
n4608,s5148,220,Uchtelfangen,49.398,6.942,DE,Substation,True
n4609,s5148,380,Uchtelfangen,49.378,6.942,DE,Substation,True
n4610,s5149,220,Homburg,49.326912,7.36084,DE,Substation,True
n4611,s5150,220,Wengerohr,50.095036,7.003784,DE,Substation,True
n4612,s5151,220,WeiÃŸenthurm,50.386,7.381,DE,Substation,True
n4613,s5151,380,WeiÃŸenthurm,50.366,7.381,DE,Substation,True
n4614,s5152,220,Koblenz,50.333,7.585,DE,Substation,True
n4615,s5152,380,Koblenz,50.313,7.585,DE,Substation,True
n4616,s5153,380,Philippsburg,49.20414,8.411407,DE,Substation,True
n4617,s5154,220,Niederhausen,49.796336,7.724762,DE,Substation,True
n4618,s5155,220,Marxheim,50.05,8.352,DE,Substation,True
n4619,s5155,380,Marxheim,50.03,8.352,DE,Substation,True
n4620,s5156,380,Bischofsheim,49.902596,8.393555,DE,Substation,True
n4621,s5157,380,Limburg,50.397138,8.11203,DE,Substation,True
n4622,s5158,220,St. Peter,51.105,6.791,DE,Substation,True
n4623,s5158,380,St. Peter,51.085,6.791,DE,Substation,True
n4624,s5159,380,NiederauÃŸem,50.996472,6.546478,DE,Substation,True
n4625,s5160,380,Zukunft,50.831963,6.278687,DE,Substation,True
n4626,s5161,380,Siersdorf,50.915156,6.236115,DE,Substation,True
n4627,s5162,380,Oberzier,50.830228,6.465454,DE,Substation,True
n4628,s5163,380,Paffendorf,50.9342,6.513519,DE,Substation,True
n4629,s5164,220,Rommerskirchen,51.006,6.68,DE,Substation,True
n4630,s5164,380,Rommerskirchen,50.986,6.68,DE,Substation,True
n4631,s5165,220,DÃ¼lken,51.232,6.367,DE,Substation,True
n4632,s5165,380,DÃ¼lken,51.212,6.367,DE,Substation,True
n4633,s5166,220,Norf,51.163844,6.700287,DE,Substation,True
n4634,s5167,380,Neurath,51.061249,6.551971,DE,Substation,True
n4635,s5168,380,Gohrpunkt,51.113869,6.628876,DE,Substation,True
n4636,s5169,220,Osterath,51.256,6.586,DE,Substation,True
n4637,s5169,380,Osterath,51.236,6.586,DE,Substation,True
n4638,s5170,220,MÃ¼ndelheim,51.356,6.601,DE,Substation,True
n4639,s5170,380,MÃ¼ndelheim,51.336,6.601,DE,Substation,True
n4640,s5171,220,Pfalzdorf,51.618869,6.2677,DE,Substation,True
n4641,s5172,380,Utfort,51.454863,6.591797,DE,Substation,True
n4642,s5173,220,Niederrhein,51.64,6.617,DE,Substation,True
n4643,s5173,380,Niederrhein,51.62,6.617,DE,Substation,True
n4644,s5174,220,Gersteinwerk,51.724,7.831,DE,Substation,True
n4645,s5174,380,Gersteinwerk,51.704,7.831,DE,Substation,True
n4646,s5175,220,Dortmund,51.524,7.314,DE,Substation,True
n4647,s5175,380,Dortmund,51.504,7.314,DE,Substation,True
n4648,s5176,220,Linde,51.217,7.131,DE,Substation,True
n4649,s5176,380,Linde,51.197,7.131,DE,Substation,True
n4650,s5177,220,Opladen,51.061,6.993,DE,Substation,True
n4651,s5177,380,Opladen,51.041,6.993,DE,Substation,True
n4652,s5178,220,Sechtem,50.784,6.923,DE,Substation,True
n4653,s5178,380,Sechtem,50.764,6.923,DE,Substation,True
n4654,s5179,220,Eller,51.175038,6.870575,DE,Substation,True
n4655,s5180,380,Ohligs,51.125075,6.958466,DE,Substation,True
n4656,s5181,220,Siegburg,50.798,7.155,DE,Substation,True
n4657,s5181,380,Siegburg,50.778,7.155,DE,Substation,True
n4658,s5182,380,LieÃŸem,50.632042,7.098541,DE,Substation,True
n4659,s5183,220,Gremberghoven,50.888308,7.028503,DE,Substation,True
n4660,s5184,380,Bollenacker,50.897836,7.215271,DE,Substation,True
n4661,s5185,220,Scholven,51.495065,7.024384,DE,Substation,True
n4662,s5186,220,BÃ¼scherhof,51.469,6.851,DE,Substation,True
n4663,s5186,380,BÃ¼scherhof,51.449,6.851,DE,Substation,True
n4664,s5187,380,Selbeck,51.329754,6.81839,DE,Substation,True
n4665,s5188,380,Eiberg,51.409486,6.937866,DE,Substation,True
n4666,s5189,380,unknown,51.537794,6.834869,DE,Substation,True
n4667,s5190,380,Polsum,51.58475,6.981812,DE,Substation,True
n4668,s5191,220,Witten,51.423,7.136,DE,Substation,True
n4669,s5191,380,Witten,51.403,7.136,DE,Substation,True
n4670,s5192,220,Hattingen,51.353,7.155,DE,Substation,True
n4671,s5192,380,Hattingen,51.333,7.155,DE,Substation,True
n4672,s5193,220,Witten,51.416,7.28,DE,Substation,True
n4673,s5193,380,Witten,51.396,7.28,DE,Substation,True
n4674,s5194,380,Kusenhorst,51.659779,7.065582,DE,Substation,True
n4675,s5195,380,Bochum,51.470263,7.182312,DE,Substation,True
n4676,s5196,220,PÃ¶ppinghausen,51.55,7.229,DE,Substation,True
n4677,s5196,380,PÃ¶ppinghausen,51.53,7.229,DE,Substation,True
n4678,s5197,220,Altenkleusheim,51.069,8.001,DE,Substation,True
n4679,s5197,380,Altenkleusheim,51.049,8.001,DE,Substation,True
n4680,s5198,220,Dauersberg,50.823,7.921,DE,Substation,True
n4681,s5198,380,Dauersberg,50.803,7.921,DE,Substation,True
n4682,s5199,380,Bomig,50.977453,7.518768,DE,Substation,True
n4683,s5200,220,Eiserfeld,50.894,8.058,DE,Substation,True
n4684,s5200,380,Eiserfeld,50.874,8.058,DE,Substation,True
n4685,s5201,220,Setzer Wiese,50.929872,8.246613,DE,Substation,True
n4686,s5202,220,Koepchenwerk,51.361,7.472,DE,Substation,True
